Person writing,"Type

(lack of type indicates no type to be used in TEI)

This is a legacy of our early TEI. We keep this information and keep encoding it in new documents for the sake of consistency. It has no searchability or relevance and wasn't implemented rigorously. What I mean is that categories and labels aren't very good, and because of the sprawl of annotations did not end up being applied consistently.",Key,"Name

This is the title/label of the one liner and should match the text preceding the colon in the write-up itself.","Write-up

The text preceding the colon in this column should match the text in the name/label column.

On this tab only, follow this format: ""Term: definition of geographic place or feature--in other words, WHAT it is. Then, discuss the historical/cultural/geographical importance, including any connection, if relevant, to story of Lone Woman and its key characters. Always include, when relevant, the Native American perspective; e.g., ""the homeland of XXX people.""","Sources & Notes

Wherever possible, the information in this column should be in the format of a citation rather than a single link. Full/formal citations are not necessary, but the goal should always be to allow someone else to follow the documentary/digital trail back to the item, whether or not its digital location has changed.",Latitude,Longitude
EA,"placeName type=""state""",#st_id,Idaho,"Idaho: the forty-third state of the United States, which it joined on July 3, 1890. Idaho is home to the Bannock, Blackfeet, Coeur d’Alene, Kootenai, Nez Perce, Northern Paiute, Palouse, Shoshoni, and Kalispel and Spokane Salish people. Today, its primary industries are agriculture, lumber, and mining.",http://www.native-languages.org/idaho.htm http://www.enchantedlearning.com/usa/states/idaho/,43.572367,-114.304223
EA,"placeName type=""state""",#st_il,Illinois,"Illinois: the twenty-first state of the United States, which it joined on December 3, 1818. Illinois is the homeland of the Chickasaw, Dakota Sioux, Ho-Chunk, Illinois, Miami, and Shawnee people. Today, its primary industries are agriculture, cattle, manufacturing, and mining.",http://www.native-languages.org/illinois.htm http://www.enchantedlearning.com/usa/states/illinois/,40.141117,-89.360595
EA,"placeName type=""city""",#ci_inc,Incpupu,"Incpupu: a Chumash village listed in the notes of the Cabrillo exploration of the United States' western coastline (1542-43) and identified by Alfred Kroeber in 1925 as possibly being ""Humkaka,"" near Point Conception.",http://escholarship.org/uc/item/8833s5k5?query=Incpupu;hitNum=1#page-8,34.448113,-120.471439
EA--Found by Carina,placeName [no type],#independencehall,Independence Hall,"Independence Hall: a building in Philadelphia, Pennsylvania, now part of the Independence National Historical Park. The Founding Fathers discussed and signed the Declaration of Independence and the Constitution in Independence Hall. In 1979, the building became a World Heritage site.",http://academic.eb.com/levels/collegiate/article/97099 http://www.u-s-history.com/pages/h3611.html,39.95,-75.1667
EA,"placeName type=""country""",#co_in,India,"India: the country that occupies most of the Indian subcontinent in South Asia. From approximately 2600 to 2000 BCE, the Indus civilization dominated the northwestern portion of the subcontinent. The major religions of Hinduism, Buddhism, and Jainism all originated on the subcontinent. Muslim traders entered from the north in the seventh century CE, and by the thirteenth century, much of India was under Muslim rule. The British arrived in the seventeenth century, and, by the mid-eighteenth century, the subcontinent largely fell under the control of the British East India Company. British occupation of India, which officially began in 1858, ended in 1947. The subcontinent split into two countries: India and Pakistan. Despite ongoing struggles with overpopulation, corruption, and poverty, India is a rapidly developing country and global power today.",http://academic.eb.com/EBchecked/topic/285248/India https://www.cia.gov/library/publications/the-world-factbook/geos/in.html,23.001327,79.196379
EA,placeName [no type],#klrivres,Indian reservation on the Klamath River,"Indian Reservation on the Klamath River: likely refers to a forty square mile reservation established by an executive order on November 16, 1855. This reservation was located in Humboldt County, California, and was reserved for the Klamath people.",http://www.heraldandnews.com/special_reports/web-only-the-tribes-of-the-klamath-river/article_6e3cb47a-5cbe-11e1-bd35-001871e3ce6c.html https://www.accessgenealogy.com/native/klamath-river-reservation.htm http://klamathtribes.org/facts/,41.525645,-124.029249
EA,"placeName type=""state""",#st_ia,Iowa,"Iowa: the twenty-ninth state of the United States, which it joined on December 28, 1846. Iowa encompasses the homeland of the Dakota Sioux, Illinois, Ioway, Missouri, and Otoe peoples. Today, its primary industries are agriculture, food manufacturing, and insurance.",http://www.enchantedlearning.com/usa/states/iowa/ http://www.native-languages.org/iowa.htm,42.014395,-93.326421
EA,"place Name type=""country""",#co_ire,Ireland,"Ireland: the westernmost island of the British Isles. It was first settled by Celtic people in the sixth century BCE. In the 1100s, England began taking Irish land, a practice that continued for many centuries. Ireland also faced a tragic potato blight in the mid-nineteenth century, causing millions of deaths. In 1922, the Roman Catholic counties of Ireland became independent, but the northern counties of Ireland remained part of the United Kingdom, causing violence between the two groups until a peace treaty was signed in 1998.",http://academic.eb.com/levels/collegiate/article/106328 http://travel.nationalgeographic.com/travel/countries/ireland-facts/,53.211598,-7.828144
EA,"placeName type=""region""",#re_imc,Isabella Meadows Cave,"Isabella Meadows Cave: a cave located in Monterey County, California, in the Southern Coast Ranges. It is named after Isabella Meadows, an Ohlone who worked with anthropologist J.P. Harrington. The cave, which was used by the Esselen people, was excavated by archaeologists in 1952.",http://digitalassets.lib.berkeley.edu/anthpubs/ucb/text/ucas029-002.pdf http://mchsmuseum.com/meadows_isabella.html,36.070827,-121.255404
EA,placeName [no type],#isanth,Isanthcagna,"Isanthcagna: a former Gabrielino (Tongva) village located near Mission Vejo and Aliso Creek, California. It was the original site of the San Gabriel Mission and was cited by the Smithsonian Institution in the <i>Handbook of American Indians North of Mexico</i>.",http://www.tongvapeople.org/?page_id=696,34.029167,-118.068889
EA,"placeName type=""island""",#i_ts,Isla Todos Santos,"Isla Todos Santos: a pair of Pacific islands (Sur and Norte) located approximately twelve miles west of Ensenada in Baja California, Mexico. The islands are home to the ""Killer’s"" wave break, the biggest and best-known break, and are a popular surfing destination.","http://www.bajasurfbreaks.com/todos-santos.asp 
http://www.sailorschoice.com/Ensenada/etodos.htm",31.8117,-116.804988
EA,"placeName type=""island"" ",#i_lc,Islas Coronados,"Islas Coronados: a cluster of four sparsely populated, undeveloped islands off the western coast of Baja California, Mexico. Also referred to as Los Coronados.","https://www.google.com/maps/place/Islas+Coronados/@32.4246907,-117.2633333,12z/data=!3m1!4b1!4m2!3m1!1s0x80deca1c22c49405:0xcf8030f7e74349e5",32.408333,-117.245833
EA,"placeName type=""region""",#re_isthmuscove,Isthmus Cove,"Isthmus Cove: a bay located on Santa Catalina Island in California. The cove, which has 242 moorings and over 100 anchorages, is the second-most popular harbor on the island.",http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID:243933 http://www.visitcatalinaisland.com/camping-boating/two-harbors-boating/mooring-sites,33.438611,-118.499722
EA,"placeName type=""region""",#re_ispan,Isthmus of Panama,"Isthmus of Panama: a strip of land extending approximately 400 miles from the Panama-Costa Rica border to the Panama-Colombia border. It separates the Caribbean Sea (part of the Atlantic Ocean) from the Gulf of Panama (part of the Pacific Ocean) and connects North America and South America. The Panama Canal, which was completed in 1914, was constructed so ships could use the isthmus to cross from ocean to ocean without sailing around Cape Horn in South America.",http://academic.eb.com/levels/collegiate/article/58218 http://www.livescience.com/50450-when-panama-land-bridge-appeared.html http://academic.eb.com/levels/collegiate/article/110730,9.174381,-80.248638
Tyler,"placeName type=""region""",#re_isthmus1,Isthmus,"Isthmus: ""the Isthmus"" refers to an approximately half mile-wide strip of land on Santa Catalina Island that segregates two harbors. This area is one of many on Santa Catalina Island that boasted a Gabrielino (Tongva) settlement. Juan Cabrillo of Spain landed there in 1542, and as Europeans voyaged to Santa Catalina Island over the next hundred years, they brought disease and generated ecological ruin, causing the original Gabrielino (Tongva) population of 2,000-3,000 people to decline precipitously. In the 1820s, the final group of Gabrielino (Tongva) people were removed by the Spanish to San Gabriel Mission, on the mainland. The settlement on this isthmus is now appropriately named Two Harbors.",http://www.visitcatalinaisland.com/island-info/two-harbors                           https://books.google.com/books?id=PdP4Xy6TPzEC&pg=PA8&dq=natives+isthmus+catalina+island&hl=en&sa=X&ei=oizBVNqMBOHksASyh4HgDg&ved=0CDYQ6AEwBA#v=onepage&q=natives%20isthmus%20catalina%20island&f=false (p.7-8)   https://books.google.com/books?id=C2nGLu0U2RgC&pg=PA64&dq=isthmus+catalina+island+tongva&hl=en&sa=X&ei=EzDBVJPeLMKrNoK1gLgE&ved=0CCMQ6AEwAQ#v=onepage&q=isthmus%20catalina%20island%20tongva&f=false  (p. 64-68),33.44,-118.49833
Carina,"placeName type=""city""",#ci_itacuara,"Itacaruaré, Argentina","Itacaruaré: a small city in Argentina located in the northeast region of the country, in the Misiones Province. It was made famous in 1943 when a man named Pacifico Batista appeared in the town and was deemed “wild;” he was initially unable to speak but eventually identified himself and expressed a desire to return to the jungle.",https://translate.google.com/translate?hl=en&sl=pt&u=https://pt.wikipedia.org/wiki/Itacaruar%25C3%25A9&prev=search,-27.867755,-55.261809
EA,"placeName type=""region""",#re_jacksonhill,Jackson Hill,Jackson Hill: the highest point on San Nicolas Island in California. The summit has a disputed height of 905 or 907 feet and is located in the central-southern portion of the island.,http://www.scifoundation.org/san_nicolas_island.aspx http://islapedia.com/images/4/4c/SanNicolasIsland_jackson_hill.jpg,33.22625,-119.447237
EA,"placeName type=""country""",#co_jam,Jamaica,"Jamaica: an island country in the West Indies located west of Haiti and south of Cuba. Christopher Columbus became the first European to see the island in 1494. The Spanish settled the island in the early sixteenth century and, in 1655, England seized Jamaica from the Spanish, establishing a plantation system on the island. In 1962, Jamaica became independent from the United Kingdom. Although the island was home to the Taino people, most of the current inhabitants are descendants of former African slaves.",http://academic.eb.com/EBchecked/topic/299716/Jamaica https://www.cia.gov/library/publications/the-world-factbook/geos/jm.html,18.182388,-77.321777
Rachel,"placeName type=""island ",#i_jf,Juan Fernández ,Juan Fernández Islands: an archipelago located along the Chilean coastline (west of Santiago). The islands are famous for being the site of Alexander Selkirk's four years in total isolation after being marooned by his crew. Selkirk later served as Daniel Defoe's model for Robinson Crusoe.,"https://www.google.com/maps/place/Juan+Fern%C3%A1ndez/@-33.7689677,-80.7959369,13z/data=!3m1!4b1!4m2!3m1!1s0x9700cad974ae50d7:0x334a5d21d2572530",-33.645139,-78.823189
Sydney ,"placeName type=""city""",#ci_ju,Julian,"Julian: historic gold-mining town between Volcan Mountain and the Cumayaca Mountains in California, near the Mexican border. The Kumeyaay (Diegue&#241;o), lived here in small, seasonal villages before the arrival of the Spanish mission system. The discovery of gold in 1869 led to an influx of miners, and Drury D. Batley, an ex-Confederate soldier, took it upon himself to lay out the town, naming it after his cousin, Michael S. Julian. After the Gold Rush ended, the population dropped to about 100 people; those that remained stayed to farm the exceptionally fertile land. The cultivation of apples proved especially successful and continues today. Author Scott O'Dell wrote <i>Island of the Blue Dolphins</i> in Julian, where he lived with his wife Dorsa O’Dell at Stoneapple Farm. At that time (the late 1950s), Julian's population was about 1,500. Today, Julian is known as a mountain resort and is categorized as a census designated place (or unincorporated community).",http://www.sandiegocounty.gov/pds/gpupdate/comm/julian.html   http://ohp.parks.ca.gov/ListedResources/Detail/41    http://www.julianca.com/Historic-Sites-History.html   http://www.vrbo.com/328603    http://www.scottodell.com/Pages/MyLifeBooks.aspx,33.070833,-116.585556
EA,"placeName type=""city""",#ci_jur,Jurupa,"Jurupa: an area that is now mostly the City of Jurupa Valley in Riverside County, California. Part of the homeland of the Gabrielino (Tongva) and Serrano people, it became a Mexican land grant in 1838 and was known as Rancho Jurupa. Often overshadowed by the larger city of Riverside, the community voted to incorporate into its own city in 2011.",http://www.jurupavalley.org/About-The-City/History http://tongvapeople.com/villages.html,33.991984,-117.5992594
EA,"placeName type=""city""",#ci_kal,Kalamazoo,"Kalamazoo: a city in western Michigan. The home of the Pottawatomie people, Kalamazoo was first settled by European-Americans in 1829. Today, one of the most distinctive features of Kalamazoo is the Kalamazoo Promise, an initiative that promises college tuition to qualified graduates of local public high schools. Both Kalamazoo College and Western Michigan University are located in the city. ",http://www.kalamazoocity.org/history?showall=&limitstart= http://www.kalamazoocity.org/history?showall=&start=5,42.29,-85.585833
EA,,#ci_ka,Kangik,"Kangik: a former (likely Killaimute) village located in North Slope County, Alaska. The village has also been spelled Kangiak, Kagnik, Kungik, and Kungitk. It was featured in the popular children’s book by Jean Craighead George, <i>Julie of the Wolves</i>.",http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID:1404419 http://www.mytopo.com/locations/index.cfm?fid=1404419 http://www.scholastic.com/teachers/sites/default/files/asset/file/julie-of-the-wolves-bookfiles.pdf,68.347845,-166.808023
EA,"placeName type=""state""",#st_ks,Kansas,"Kansas: the thirty-fourth state of the United States, which it joined on January 29, 1861. Kansas is the home of the Arapaho, Comanche, Kansa, Kiowa, Missouri, Osage, Otoe, and Pawnee people. Today, its primary industries are agriculture, aircraft manufacturing, and automobile manufacturing.",http://www.enchantedlearning.com/usa/states/kansas/ http://www.native-languages.org/kansas.htm,38.503065,-98.531587
EA,"placeName type=""state""",#st_ky,Kentucky,"Kentucky: the fifteenth state to join the United States of America, which it did on June 1, 1792. In 1905, the state was home to between 2.1 and 2.3 million residents. The state's agrarian economy, however, began to experience the effects of long-term migration from rural to urban areas as well as the ""Black Patch Tobacco War"" (1904-11) initiated by tobacco planters against monopoly interests around the turn of the twentieth century.","http://www.census.gov/population/cencounts/ky190090.txt

http://en.wikipedia.org/wiki/Kentucky#Economy

http://en.wikipedia.org/wiki/Black_Patch_Tobacco_Wars#Resolution",38.197,-84.863
EA,"placeName type=""region""",#re_kingsriv,Kings River,"Kings River: a river in California that begins in Kings Canyon National Park and forms the boundary between Sequoia National Forest and Sierra National Forest. The river flows into the San Joaquin Valley, where much of it is used for irrigation. On January 6, 1805, Captain Gabriel Moraga named the river ""El Rio de los Santos Reyes"" (River of the Holy Kings) in honor of Epiphany.",http://geonames.usgs.gov/apex/f?p=gnispq:3:0::NO::P3_FID:255518 http://media.wix.com/ugd/084769_f64efb5493d64455dc73e25367c66317.pdf,36.05,-119.824444
EA,"placeName type=""city""",#ci_king,Kingston,"Kingston: the capital and chief port city of Jamaica. It was established in 1692 after a previous settlement at the mouth of the harbor, Port Royal, was destroyed by an earthquake. Today, the city and its surrounding areas are a major tourist destination and house over one-quarter of Jamaica's population.",http://www.britannica.com/EBchecked/topic/318748/Kingston http://www.jtbonline.org/tourism_jamaica/Pages/QuickFacts.aspx,17.983333,-76.8
EA,"placeName type=""county""",#co_klam,Klamath County,"Klamath County: a county in southern Oregon and the homeland of the Klamath, Modoc, and Yahooskin people. It was established on October 17, 1882, and is named after the Klamath Tribes, which have lived in the area for approximately 10,000 years. The county seat is located in Klamath Falls, and the county had a population of 66,810 in 2013.",http://bluebook.state.or.us/local/counties/counties18.htm http://klamathtribes.org,42.68,-121.65
EA,"placeName type=""region""",#re_kllake,Klamath Lake,"Klamath Lake: refers to Upper Klamath Lake, which is located in Klamath County, Oregon, and was part of the ancient Pluvial Lake Modoc. At 61,543 acres in size, it is the largest body of fresh water west of the Rocky Mountains.",http://www.recreation.gov/recreationalAreaDetails.do?contractCode=NRSO&recAreaId=3132 http://geonames.usgs.gov/apex/f?p=136:3:0::NO::P3_FID:1151685 http://www.oregon.gov/oprd/HCD/OHC/docs/klamath_klamathbasin_context.pdf,42.392222,-121.880278
EA,"placeName type=""region""",#re_klriver,Klamath River,Klamath River: a river that begins at Upper Klamath Lake and travels through Oregon and California before emptying into the Pacific Ocean. The river is home to one of the largest salmon runs in the western United States.,http://www.oregonwild.org/waters/klamath/the-klamath-river http://geonames.usgs.gov/apex/f?p=gnispq:3:::NO::P3_FID:266887 http://www.nytimes.com/2012/07/19/us/two-years-after-pact-to-restore-river-no-changes.html?_r=0,41.546944,-124.083333
Alexis,placeName [no type],#knferry,Knight's Ferry,"Knight's Ferry: a town along the Stanislaus River in California, established as a trading post and the site of William Knight’s ferry service in 1849. It was the county seat of Stanislaus County from 1862-72. Around 1856, a bridge was built by David Locke, which was then destroyed when a flood caused the Two Mile Bar Bridge to crash into it. A new bridge, which is still open to foot traffic today, was finished by 1863.","http://www.sierracollege.edu/ejournals/jsnhb/v2n2/CoveredBridges-KF.html

http://ohp.parks.ca.gov/ListedResources/Detail/347

",37.819722,-120.664444
Rachel,"placeName type=""island""",#i_ko,Kodiak Island,"Kodiak Island: the largest island of the Kodiak Archipelago, located on the southern coast of Alaska. The native Kodiak Aluttit were able to resist Russian rule for several decades, but as the Russian fur trade expanded, Kodiak Island became a hub for the conscripted labor on which the Russian American Company relied. The island served as the capital of Russia's holdings in the Americas before administrative offices were moved to Sitka.",https://www.kodiak.org/russian_era,57.466667,-153.433333
EA,placeName [no type],#lasarmos,Las Ca&#241;ada de las Armos,"La Ca&#241;ada de las Armos: the Spanish name for Texmaw, a former Chumash village located approximately twelve miles from the Santa Barbara Mission in California.",https://www.accessgenealogy.com/native/chumashan-family.htm,34.500872,-119.925197
EA,placeName [no type],#delcorral,La Ca&#241;ada del Corral,"La Ca&#241;ada del Corral: the Spanish name for Kaughii, a former Chumash village located approximately twenty two miles from the Santa Barbara Mission in California.",https://www.accessgenealogy.com/native/chumashan-family.htm,34.48,-120.03
EA,"placeName type=""region""",#re_calera,La Calera Rancho,"La Calera Rancho: part of Rancho Las Positas y La Calera, a rancho comprised of two Mexican land grants located in Santa Barbara County, California. First owned by Thomas Robbins, it was originally granted to Narciso Fabregat in 1843. La Calera means ""little kiln"" and is named after a kiln that operated in the area while Mission Santa Barbara was built.",https://books.google.com/books?id=Qug0AQAAMAAJ&pg=PP2&lpg=PP2&dq=Rancho+Las+Positas+y+La+Calera&source=bl&ots=YeBN1Vk5H-&sig=YY4ExfQf4xtkgKIzWYmyDV7nrog&hl=en&sa=X&ved=0ahUKEwi02-qbs8TPAhVDPCYKHR0zDD4Q6AEIMTAE#v=onepage&q&f=false https://books.google.com/books?id=h-xCsPyii2gC&pg=PA245&lpg=PA245&dq=Rancho+Las+Positas+y+La+Calera&source=bl&ots=lRO1qzZSXM&sig=AVSm1C4qgJFI0o4lN9rVim-pZP4&hl=en&sa=X&ved=0ahUKEwi02-qbs8TPAhVDPCYKHR0zDD4Q6AEIPTAJ#v=onepage&q=Rancho%20Las%20Positas%20y%20La%20Calera&f=false,34.43,-119.75
EA,placeName [no type],#lgolita,La Golita,"La Golita: the Spanish name for Chuah, a former Chumash village located approximately six miles from the Santa Barbara Mission in California.",https://www.accessgenealogy.com/native/chumashan-family.htm http://geonames.usgs.gov/apex/f?p=136:3:0::NO::P3_FID:1816989,34.440556,-119.813611
EA,placeName [no type],#patera,La Patera Ranch,"La Patera Ranch: a 1,100-acre rancho located in the Goleta Valley region of California. William Whitney Stow bought the property for his son in 1871, and the ranch was well-known for its citrus cultivation. Although the Stow family sold the ranch in the 1960s, portions of it are still in operation.",http://stowhouse.com/a-brief-history/ http://www.goletavalley.com/article/2-a-history-of-goleta-california,34.463438,-119.847017
EA,placeName [no type],#lpatira,La Patira,"La Patira: the Spanish name for Alwaththalam (also spelled Alwathalama, Allvatalama, and Aswalthatans), a former Chumash village located approximately seven miles from the Santa Barbara Mission on the marsh of Goleta.",http://geonames.usgs.gov/apex/f?p=136:3:0::NO::P3_FID:1816972 https://www.accessgenealogy.com/native/chumashan-family.htm,34.423206,-119.845833
EA,"placeName type=""city""",#ci_pur,La Purisima Mission,"La Purisima Mission: a mission established in the Chumash village of Algsacupi (present-day Lompoc) and founded in 1787. Also called La Purísima Concepción, La Purisima Mission had 1,520 Chumash neophytes living there at its peak in 1804. The mission was secularized in 1834 and returned to the Catholic Church in 1874. It is now a California State Historic Park and serves as a living history museum.",http://www.missionscalifornia.com/keyfacts/la-purisima-concepcion.html http://www.lapurisimamission.org,34.67047,-120.420617
EA,placeName [no type],#lasing,La Singaguita,"La Sinaguita: the Spanish name for Cashwah, a former Chumash village located approximately three miles from the Santa Barbara Mission in California.",https://www.accessgenealogy.com/native/chumashan-family.htm,34.467502,-119.751959
EA,"placeName type=""region""",#re_ladyharbor,Lady Harbor,Lady Harbor: a bay on the northern end of Santa Cruz Island between Diablo Anchorage and Valdez Cove. It serves as an anchorage for ships and is directly west of Baby’s Cove (also known as Little Lady’s Cove).,"http://geonames.usgs.gov/apex/f?p=136:3:0::NO:3:P3_FID:244492 http://islapedia.com/index.php?title=Lady’s_Harbor,_Santa_Cruz_Island",34.057299,-119.788114
EA,placeName [no type],#possas,Las Possas,"Las Possas: the Spanish name for Otenashmoo (or Otenashmo), a former Chumash village approximately two miles from the Santa Barbara Mission.",https://books.google.com/books?id=iPAYAAAAYAAJ&pg=PA163&lpg=PA163&dq=Las+Possas+Mission&source=bl&ots=ngVbelDkOc&sig=ueZ5Gqky5yFfgBNea_tu2JjrZWs&hl=en&sa=X&ved=0ahUKEwiwpYHGseLNAhUEKx4KHQoDD1MQ6AEIJTAB#v=onepage&q=Las%20Possas%20Mission&f=false http://geonames.usgs.gov/apex/f?p=136:3:0::NO::P3_FID:1817090,34.45822,-119.742317
Sydney,"placeName type=""country",#co_latvia,Latvia,"Latvia: country in northeastern Europe and one of the Baltic States. The Republic of Latvia was founded on November 18, 1918 but occupied and annexed by the USSR in 1940 at the start of World War II. On August 21, 1991, Latvia declared its independence and was recognized by the USSR on September 6. Russians and Latvians constitute the majority of Latvia’s ethnic make-up, and though Latvian is the official language, Russian is spoken by a third of Latvia’s approximately two million inhabitants. Riga, the country’s capital and most populous city, was the birthplace of 1961 Caldecott Award winner, Nicholas Sidjakov.",http://www.britannica.com/EBchecked/topic/332121/Latvia   http://www.infoplease.com/country/latvia.html,56.899967,24.59912
EA,"placeName type=""city""",#ci_li,Liverpool,"Liverpool: a city on the northwest coast of England situated along the Mersey River. The first historical mention of Liverpool is in 1207, when the borough of Liuerpul was created. Because it was close to the water, Liverpool became known for its dock system and was a hub for trade (including the transatlantic slave trade); the city also played a key role in the industrial revolution, and James Watts' steam engine was invented here.  Many ships that sailed from England to the United States left from Liverpool during the nineteenth century.",http://www.british-history.ac.uk/vch/lancs/vol4/pp1-4 http://web.archive.org/web/20071126094711/http://www.redstarline.org.uk/civil_war_in_liverpool.html,53.42187,-2.989132
EA,placeName [no type],#sbopera,Opera House,"Lobero Theatre: California's oldest continually operating theater, located in Santa Barbara. Founded by Jose Lobero in 1873, the theater was the largest adobe building in California when it opened. In the early part of the twentieth century, stars such as Lionel Barrymore, Bela Lugosi, and Tallulah Bankhead appeared at the theater in preview performances for Hollywood. The theater was rebuilt in 1924.",https://www.lobero.com/?history=1924-2 http://www.lobero.com/giving/history/,34.421692,-119.700017
EA,"placeName type=""city""",#ci_london,London,"London: the capital of the United Kingdom and one of the world's largest cities. London was founded around 50 CE by Roman soldiers, who maintained control of the area until approximately 400 CE. Over the years, London became the capital of the British Empire and served as a major cultural and political center. During the nineteenth century, London continued to serve as a prosperous urban center and underwent many financial and social changes due to increasing industrialization. Such changes also led to widespread poverty and crime, as popularized in the novels of Charles Dickens.",http://britannia.com/history/londonhistory/ http://britannia.com/history/londonhistory/viclon.html,51.507222,-0.1275
Rachel,"placeName type=""region""",#re_lwcave,Lone Woman's Cave,"Lone Woman's Cave: a cave on San Nicolas Island likely inhabited by the Lone Woman and her ancestors for centuries before. An 1879 US Coast and Geodetic Survey map marked its location as ""Indian Cave,"" but erosion and wind had buried it completely by the mid twentieth century. US Navy archaeologist Steven J. Schwartz spent two decades searching for its location, finally succeeding in 2012, when he read the field notes that had accompanied the 1879 map. As of 2016, excavation of the cave had not yet taken place.",,33.248528,-119.552523
?,"placeName type=""city""",#ci_lb,Long Beach,"Long Beach: a city in San Pedro Bay, Los Angeles County. Originally a trading camp for the Gabrielino (Tongva), the land that became Long Beach was carved out of the massive Rancho Nietos. In 1880, developer W. E. Willmore laid out plans for Willmore City and in 1882, the town was first settled. In 1888, the name was changed to Long Beach, and the city was incorporated. The population of Long Beach increased from less than 500 in 1890 to over 55,000 just thirty years later, and from 1902 to 1910, Long Beach was the fastest growing city in the entire United States. Author Scott O’Dell (born 1898) lived in Long Beach as a teenager, graduating from Long Beach Polytechnic High School.",http://www.longbeach.gov/fire/about_lbfd/history.asp   http://www.infoplease.com/ipa/A0108546.html   http://www.visitlongbeach.com/visitors/about/facts-history/   http://www.britannica.com/EBchecked/topic/347209/Long-Beach,33.768333,-118.195556
EA,"placeName type=""county""",#co_la,Los Angeles County,"Los Angeles County: a county located in Southern California comprised of Los Angeles and 87 surrounding cities as well as lands traditionally inhabited by the Gabrielino (Tongva) and Chumash people. It has been the most populous county in the United States since 1960. As of 2016, it has an estimated population of 10.4 million, more than that of many states, including Georgia, North Carolina, and Michigan.",https://www.lacounty.gov/government/about-la-county/history http://www.scpr.org/news/2015/03/26/50580/la-county-is-nation-s-most-populous-still/,34.146313,-118.314668
EA,"placeName type=""mission""",#mi_losangeles,Los Angeles Mission,"Los Angeles Mission: a mission located in present-day Los Angeles and founded in 1797, although the first church was not completed until 1799. Also known as San Fernando Mission or San Fernando Rey de Espa&#241;a, by 1811 the mission had 1,081 residents, most of whom were Tataviam or Gabrielino (Tongva). The mission was secularized in 1834; due to this, the Nicole&#241;os who arrived in San Pedro in 1835 were not brought to this mission. Instead, some of the group were baptized at the Los Angeles Plaza Church. The mission was returned to the Catholic Church in 1861.",http://www.missionscalifornia.com/keyfacts/san-fernando-rey.html http://missiontour.org/wp/sanfernando/mission-san-fernando-rey-de-espana.html,34.273948,-118.461945
EA,"placeName type=""city""",#ci_la,Los Angeles,"Los Angeles: the second most populous city in the United States. Located on a broad coastal plain in California that is part of the Gabrielino (Tongva) homeland, the city is situated in Los Angeles County and surrounded by other cities such as Beverly Hills, Pasadena, and Long Beach. Los Angeles was founded by California governor Felipe de Neve, who settled the area with forty-four others in 1781. For about a century, Los Angeles remained relatively isolated with no natural harbor and lacking fuel, water, or lumber sources able to sustain a large population. San Pedro served as its port (and it was here that the Nicole&#241;os removed from San Nicolas Island in 1835 were brought). Los Angeles' population boom started in the 1870s, when it was connected to San Francisco by the Southern Pacific Railroad and many people in search of a healthy climate moved there in the ""Sick Rush."" As an aqueduct was completed and the headquarters of film studios moved to Hollywood, the population soared. Today, the city is known for its semiarid climate and continued connections with the American filmmaking industry.",http://academic.eb.com/EBchecked/topic/348286/Los-Angeles http://www.discoverlosangeles.com/blog/historical-timeline-los-angeles,34.052571,-118.243311
EA,"placeName type=""city""",#ci_lo,Los Olivos,"Los Olivos: a town located in the Santa Ynez Valley of Santa Barbara County, California and part of the homeland of the Chumash. A stagecoach station was founded in the area in 1861, and the town, which was named after a nearby ranch that housed approximately 5,000 olive trees, followed in 1887.",http://geonames.usgs.gov/apex/f?p=gnispq:3:::NO::P3_FID:2583064 http://www.losolivosca.com/about/ http://www.santaynezchumash.org,34.663889,-120.1175
EA,"placeName type=""state""",#st_la,Louisiana,"Louisiana: the eighteenth state of the United States, which it joined on April 30, 1812. Louisiana is the homeland of the Atakapa, Caddo, Chitimacha, Choctaw, Houma, Natchez, and Tunica people. Today, its primary industries are agriculture, fishing, oil and natural gas extraction, and salt production.",http://www.enchantedlearning.com/usa/states/louisiana/ http://www.native-languages.org/louisiana.htm,31,-92
EA,"placeName type=""city""",#ci_lowell,Lowell,"Lowell: a city at the confluence of the Merrimack and Concord rivers in Massachusetts. Originally the home of the Pennacook Indians, Lowell was first inhabited by white settlers in 1653. In the nineteenth century, the village became a major textile manufacturing center, drawing notice from Charles Dickens and Anthony Trollope. Although the local economy declined after textile mills relocated to the South, as of 206 Lowell has been undergoing revitalization efforts.",http://academic.eb.com/levels/high/article/49150 http://www.lowell.com/city-of-lowell/lowell-history/,42.64,-71.317249
