Person writing,"Type

(lack of type indicates no type to be used in TEI)

This is a legacy of our early TEI. We keep this information and keep encoding it in new documents for the sake of consistency. It has no searchability or relevance and wasn't implemented rigorously. What I mean is that categories and labels aren't very good, and because of the sprawl of annotations did not end up being applied consistently.",Key,"Name

This is the title/label of the one liner and should match the text preceding the colon in the write-up itself.","Write-Up

The text preceding the colon in this column should match the text in the name/label column.","Sources & Notes

Wherever possible, the information in this column should be in the format of a citation rather than a single link. Full/formal citations are not necessary, but the goal should always be to allow someone else to follow the documentary/digital trail back to the item, whether or not its digital location has changed."
,"orgName type=""publication""",#desereteveningnews,Deseret Evening News,N/A,
,"orgName type=""mission""",#mi_dolores,Dolores Mission [in San Francisco],N/A,
,"orgName type=""publication""",#easthamptonstar,East Hampton Star,N/A,
,orgName,#enwucont,Eastern New Mexico University Contributions in Anthropology,N/A,
source notes work,"orgName type=""publication""",#edgefieldadv,Edgefield Advertiser,N/A,
source notes work,"orgName type=""publication""",#ecvnews,El Cajon Valley News,N/A,
source notes work,"orgName type=""publication""",#eenglish,Elementary English,N/A,
,"orgName type=""publication""",#elmira,Elmira (NY) Telegram,N/A,
,"orgName type=""publication""",#englewoodtimes,Englewood Times,N/A,
,"orgName type=""military""",#mi_engnavy,English Navy,N/A,
,"orgName type=""institution""",#in_enoch,Enoch Pratt Free Library,N/A,
,"orgName type=""publication""",#erieci,Erie County Independent,N/A,
,"orgName type=""nativeamericantribes""",#natam_innuit,Eskimos,N/A,
source notes work,"orgName type=""publication""",#eaetc,Eugène Ardant et Cio,N/A,
source notes work,"orgName type=""publication""",#eveningbull,Evening Bulletin,N/A,
,"orgName type=""publication""",#eveninggazette,Evening Gazette,N/A,
,"orgName type=""publication""",#eveningjournal,"Evening Journal (Ottaway, Canada)",N/A,
,"orgName type=""publication",#eveningnews,Evening News,N/A,
source notes work,"orgName type=""publication""",#sydneyevening,Evening News,N/A,
,"orgName type=""publication""",#eveningpost,Evening Post,N/A,
,"orgName type=""publication""",#eveningtelegram,Evening Telegram,N/A,
,orgName,#famhislib,Family History Library,N/A,
publication information,"orgName type=""publisher""",#farrar,"Farrar, Strauss, and Cudahy",N/A,
,"orgName type=""publication""",#fayettevillebulletin,Fayetteville Bulletin,N/A,
,"orgName type=""publication""",#fayettevilleobserver,Fayetteville Observer,N/A,
source notes work,"orgName type=""publication""",#fedco,Fedco Reporter,N/A,
publication information,"orgName type=""author""",#feministsonchildrensmedia,Feminists on Children's Media,N/A,
source notes work,"orgName type=""publication""",#field,Field and Stream,N/A,
,"orgName type=""institution""",#in_fnb,First National Bank,N/A,
,"orgName type=""publication""",#fwgaz,Fort Worth Gazette,N/A,
publication information,"orgName type=""publisher""",#foy,"Foy, Nugent & Co.",N/A,
source notes work,"orgName type=""publication""",#flpopmo,Frank Leslie's Popular Monthly,N/A,
,"orgName type=""government""",#gov_french,French Government,N/A,
,orgName,#woolco,French wool company,N/A,
,"orgName type=""publication""",#fresnorepublican,Fresno Republican,N/A,
,orgName [no type],#friends,Friends of the Library,N/A,
,"orgName type=""publication""",#galena,Galena Weekly Republican,N/A,
,"orgName type=""publication""",#gdn,Galveston Daily News,N/A,
,"orgName type=""military""",#mi_gro,Galveston Reserve Officers,N/A,
,"orgName type=""publication""",#gazette,Gazette (Montreal),N/A,
source notes work,"orgName type=""publication""",#gaztim,Gazette Times,N/A,
,"orgName type=""publication""",#genevadailytimes,Geneva Daily Times,N/A,
,"orgName type=""organization""",#dar_gwa,George Washington Chapter (DAR),N/A,
,"orgName type=""government""",#gov_gml,German Ministry of Labor,N/A,
,"orgName type=""institution""",#gledlib,Gledhill Library,N/A,
publication information,"orgName type=""publication""",#godsacre,God's Acre at Mission Santa Barbara: The History of the Mission Cemetery and Its Famous Dead ,N/A,
,"orgName type=""organization""",#dar_gw,Golden West chapter (DAR),N/A,
,"orgName type=""publication""",#goulher,Goulburn Herald,N/A,
publication information,"orgName type=""publisher""",#govprinting,Government Printing Office,N/A,
source notes work,"orgName type=""publication""",#grsouherald,Great Southern Herald,N/A,
,"orgName type=""publication""",#greenburghregister,Greenburgh Register,N/A,
source notes work,"orgName type=""publication""",#gusbar,Gustave Barba,N/A,
,"orgName type=""nativeamericantribes"" ",#natam_guymen,Guymen,N/A,
,orgName [no type],#halfway,Halfway House,N/A,
,"orgName type=""nativeamericantribes""",#natam_hanags,Hanags,N/A,
,orgName,#handnoramind,Handbook of North American Indians,N/A,
,"orgName type=""publication""",#kroeber,Handbook of the Indians of California,N/A,
publication information,"orgName type=""publisher""",#harperbros,Harper and Bros,N/A,
,"orgName type=""publication""",#harpers,Harpers,N/A,
,"orgName type=""institution""",#in_harvard,Harvard University,N/A,
,orgName,#hauetu,Hautes-Etudes du Collége de France,N/A,
source notes work,"orgName type=""publication""",#heraldtribune,"Herald and Tribune (Jonesborough, Tennessee)",N/A,
publication information,"orgName type=""publisher""",#heritage,Heritage Printing,N/A,
,"orgName type=""organization""",#heyefoundation,Heye Foundation,N/A,
,"orgName type=""nativeamericantribes""",#natam_hiawatha,Hiawatha,N/A,
source notes work,"orgName type=""publication""",#histsocsocalquarterly,Historical Society of Southern California Quarterly ,N/A,
,orgName,#histofca,History of California,N/A,
,orgName [no type],#hwguild,Hollywood Authors Guild,N/A,
,"orgName type=""publication""",#hocorep,Holmes County Republican,N/A,
source notes work,"orgName type=""publication""",#holtonrecorder,Holton Recorder,N/A,
,"orgName type=""nativeamericantribes""",#natam_hoopahs,Hoopahs,N/A,
source notes work,"orgName type=""publication""",#horn,Horn Book Magazine,N/A,
publication information,"orgName type=""publisher""",#houghton,Houghton Mifflin,N/A,
,"orgName type=""military""",#mi_hro,Houston Reserve Officers,N/A,
,"orgName type=""publication""",#humboldttimes,Humboldt Times,N/A,
source notes work,"orgName type=""publication""",#hutchingsmag,Hutchings' California Illustrated Magazine,N/A,
source notes work,"orgName type=""publication""",#illustratedamerican,Illustrated American,N/A,
,"orgName type=""institution""",#in_imperial,"Imperial College, Peking",N/A,
,"orgName type=""publication""",#weeklyindependent,Independent,N/A,
,"orgName type=""publication""",#indstsent,Indiana State Sentinel,N/A,
,"orgName type=""publication""",#insen,Indianapolis Sentinel,N/A,
,"orgName type=""publication""",#interocean,Inter Ocean,N/A,
,"orgName type=""nativeamericantribes""",#natam_islanders,islanders,N/A,
,"orgName type=""publication""",#gleason_islandsofca,"Islands of California: Their History, Romance and Physical Characteristics",N/A,
publication information,"orgName type=""publisher""",#ivan,Ivan Obolensky Publishers,N/A,
publication information,"orgName type=""publisher""",#jamesh,James H. Barry Co.,N/A,
,"orgName type=""company""",#jtcompany,"Jecker, Torre, and Company",N/A,
,"orgName type=""company""",#jvhsrail,Jemez Valley Hot Springs Railroad Company,N/A,
source notes work,"orgName type=""publication""",#jands,Journal and Sentinel,N/A,
source notes work,"orgName type=""publication""",#journalgaz,Journal Gazette,N/A,
source notes work,"org Name type=""publication""",#jcgb,Journal of California and Great Basin Anthropology,N/A,
,"orgName type=""publication""",#jcaanth,Journal of California Anthropology,N/A,
,"orgName type=""mission""",#mi_jc,Juan Capistrano Mission,N/A,
,"orgName type=""nativeamericantribes""",#natam_juanenos,Juanenos,N/A,
,"orgName type=""publication""",#kansascitystar,Kansas City Star,N/A,
,"orgName type=""publication""",#kapher,Kapunda Herald,N/A,
,"orgName type=""institution""",#KCOP,KCOP,N/A,
source notes work,"orgName type=""publication""",#kiamaind,Kiama Independent,N/A,
,"orgName type=""nativeamericantribes""",#natam_kiowas,Kiowas,N/A,
,"orgName type=""nativeamericantribes""",#natam_kiskies,Kis Kies,N/A,
,"orgName type=""nativeamericantribes""",#natam_klamaths,Klamaths,N/A,
,"orgName type=""nativeamericantribes""",#natam_kosmitas,Kosmitas,N/A,
,"orgName type=""nativeamericantribes""",#natam_kowooses,Kowooses,N/A,
,orgName [no type],#ktms,KTMS,N/A,
,"orgName type=""organization""",#dar_lc,La Cumbre chapter (DAR),N/A,
,"orgName type=""mission""",#mi_lasol,La Soledad Mission,N/A,
,orgName,#labanthro,Labratoire d'Anthropologie du Muséum,N/A,
,"orgName type=""nativeamericantribes""",#natam_lacomnis,Lacomnis,N/A,
,"orgName type=""nativeamericantribes""",#natam_lamames,Lamames,N/A,
,"orgName type=""publication""",#los,Land of Sunshine,N/A,
,"orgName type=""nativeamericantribes""",#natam_laquaacha,Laquaacha,N/A,
,"orgName type=""publication""",#millennialstar,Latter-Day Saints' Millennial Star,N/A,
,"orgName type=""institution""",#in_law,Lawrence high school,N/A,
source notes work,"orgName type=""publication""",#lemous,Le Mousquetaire,N/A,
,"orgName type=""institution""",#stanford,Leland Stanford Junior University,N/A,
publication information,"orgName type=""publisher""",#lewis,Lewis Publishing Company,N/A,
source notes work,"orgName type=""publication""",#libcletded,Librairie Classique et D'Éducation,N/A,
source notes work,"orgName type=""publication""",#lijournal,Library Journal,N/A,
,"orgName type=""institution""",#in_lincsch,Lincoln school,N/A,
Sydney,"orgName type=""publication""",#lipscomblimelight,Lipscomb Lime Light,N/A,
source notes work,"orgName type=""publication""",#littells_livingage,Littell's Living Age,N/A,
source notes work,"orgName type=""publication""",#londontelegraph,London Telegraph,N/A,
,"orgName type=""institution""",#in_longbeach,Long Beach Polytechnic High School,N/A,
,"orgName type=""publication""",#longislander,Long-Islander,N/A,
,"orgName type=""museum""",#mu_lacountymuseum,Los Angeles County Museum,N/A,
,"orgName type=""publication""",#ladailynews,Los Angeles Daily News,N/A,
,orgName,#lawater,Los Angeles Department of Water and Power,N/A,
source notes work,"orgName type=""publication""",#laexaminer,Los Angeles Examiner,N/A,
source notes work,"orgName type=""publication""",#laherald,Los Angeles Herald,N/A,
source notes work,"orgName type=""publication""",#lamirror,Los Angeles Mirror News,N/A,
,orgName,#lamus,"Los Angeles Museum of History, Science and Art",N/A,
source notes work,"orgName type=""publication""",#lastar,Los Angeles Star,N/A,
source notes work,"orgName type=""publication""",#latimes,Los Angeles Times,N/A,
source notes work,"orgName type=""publication""",#latimesmag,Los Angeles Times Magazine,N/A,
,"orgName type=""nativeamericantribes""",#natam_lototen,Lototen,N/A,
,"orgName type=""publication""",#lvcourier,Louisville Courier Journal,N/A,
,"orgName type=""publication""",#lowelldailycitizen,Lowell Daily Citizen and News,N/A,
,"orgName type=""nativeamericantribes""",#natam_macanootoony,Macanootoony,N/A,
,"orgName type=""publication""",#madisoncountytimes,Madison County Times,N/A,
source notes work,"orgName type=""publication""",#maitmerc,Maitland Mercury and Hunter River General Advertiser,N/A,
publication information,"orgName type=""publisher""",#malki,Malki Museum Press,N/A,
,"orgName type=""publication""",#malvernleader,Malvern Leader,N/A,
,"orgName type=""nativeamericantribes""",#natam_maquelnoteer,Maquelnoteer,N/A,
,"orgName type=""publication""",#mariposatimes,Mariposa Times,N/A,
,"orgName type=""publication""",#marchr,Maryborough Chronicle,N/A,
,"orgName type=""nativeamericantribes""",#natam_masonah,Masonah,N/A,
,orgName,#masonic,Masonic Lodge,N/A,
source notes work,"orgName type=""publication""",#masterkey,Masterkey,N/A,
publication information,"orgName type=""publisher""",#mcclurg,McClurg,N/A,
,orgName [no type],#camedsoc,Medical Society of the State of California,N/A,
,"orgName type=""publication""",#memdailyap,Memphis Daily Appeal,N/A,
,orgName [no type],#mecto,Metro-Goldwyn-Mayer,N/A,
,"orgName type=""government""",#gov_mexico,Mexican Government,N/A,
,"orgName type=""military""",#mi_mexnavy,Mexican Navy,N/A,
,"orgName type=""publication""",#mexwled,Mexico Weekly Ledger,N/A,
,"orgName type=""publication""",#milljo,Millheim Journal,N/A,
,orgName,#minisdelins,Ministère de l'Instruction publique,N/A,
,"orgName type=""government""",#gov_me,Ministry of Education [Germany],N/A,
,"orgName type=""mission""",#mi_sj,Mission of St. Johns,N/A,
,"orgName type=""church""",#ch_missionparish [in Santa Barbara],mission parish,N/A,
,"orgName type=""mission""",#mi_sp,Mission San Pedro,N/A,
,"orgName type=""nativeamericantribes""",#natam_modoes,Modoes,N/A,
,"orgName type=""nativeamericantribes""",#natam_mohave,Mohave,N/A,
,"orgName type=""nativeamericantribes""",#natam_mokelumnees,Mokelumnees,N/A,
,"orgName type=""nativeamericantribes""",#natam_monos,Monos,N/A,
,"orgName type=""mission""",#mi_mon,Monterey Mission,N/A,
source notes work,"orgName type=""publication""",#mornbul,Morning Bulletin,N/A,
,"orgName type=""publication""",#morningoregonian,Morning Oregonian,N/A,
,"orgName type=""publication""",#morningpress,Morning Press,N/A,
,"orgName type=""publication""",#morningtribune,Morning Tribune,N/A,
,"orgName type=""publication""",#mwh,Morning World-Herald,N/A,
publication information,"orgName type=""publisher""",#morrow,Morrow Publishers,N/A,
,"orgName type=""nativeamericantribes""",#natam_mosquito,Mosquiot Indians,N/A,
,"orgName type=""nativeamericantribes""",#natam_moundbuilders,Mound Builders,N/A,
,"orgName type=""publication""",#mtcarmel,Mount Carmel Item,N/A,
,"orgName type=""publication""",#mkrecorder,Mount Kisco Recorder,N/A,
,"orgName type=""government"" ",#lyrsys,Mount Lowe Railway System,N/A,
source notes work,"orgName type=""publication""",#mountainadv,Mountain Advocate,N/A,
,orgName,#museedeth,Musée d'Ethnographie du Trocadéro,N/A,
,orgName,#louvre,Musée de la Marine in the Louvre,N/A,
,orgName,#musant,Musée des Antiquités nationales de Saint-Germain-en-Laye,N/A,
,orgName,#musdhist,Muséum d' Histoire,N/A,
,orgName,#museumgraphic,Museum Graphic,N/A,
,orgName,#museumleaflet,Museum Leaflet,N/A,
,"orgName type=""musuem""",#mu_anthro,Museum of Anthropology [at UCB],N/A,
,"orgName type=""museum""",#mu_museumofnaturalhistory,Museum of Natural History,N/A,
,"orgName type=""museum""",#mu_americanindian,Museum of the American Indian,N/A,
,orgName,#natarch,National Archives,N/A,
,orgName [no type],#nea,National Education Association,N/A,
,orgName [no type],#neh,National Endowment for the Humanities,N/A,
,orgName [no type],#nla,National Library Association,N/A,
publication information,"orgName type=""publisher""",#maritime,National Maritime Historical Society,N/A,
source notes work,"orgName type=""publication""",#nationalobserver,National Observer,N/A,
Carina,orgName type=government,#gov_nps,National Park Service,N/A,"United States. National Park Service. ""History (US National Park Service)."" National Parks Service. Accessed January 24, 2017. https://www.nps.gov/aboutus/history.htm."
,orgName,#nationalregister,National Register of Historic Places,N/A,
,"orgName type=""nativeamericantribes""",#natam_navajo,Navajo,N/A,
,"orgName type=""military""",#mi_nawcwd,NAWCWD [Naval Air Warfare Center Weapons Division],N/A,
source notes work,"orgName type=""publication""",#nebadvert,Nebraska Advertiser,N/A,
,"orgName type=""nativeamericantribes""",#natam_nemshous,Nemshous,N/A,
,"orgName type=""institution""",#in_nsu,Nevada State University,N/A,
,"orgName type=""publication""",#noladcres,New Orleans Daily Crescent,N/A,
,"orgName type=""museum""",#mu_nyaquarium,New York Aquarium,N/A,
source notes work,"orgName type=""publication""",#nydt,New York Daily Times,N/A,
source notes work,"orgName type=""publication""",#nydtribune,New York Daily Tribune,N/A,
,"orgName type=""publication""",#newyorkeveningexpress,New York Evening Express,N/A,
,"orgName type=""publication""",#newyorkher,New York Herald,N/A,
source notes work,"orgName type=""publication""",#nyherald,New York Herald Tribune,N/A,
,"orgName type=""publication"" ",#nypost,New York Post,N/A,
,"orgName type=""publication""",#newyorkpress,New York Press,N/A,
source notes work,"orgName type=""publication""",#nyrec,New York Recorder,N/A,
,"orgName type""publication",#nycronica,New York Spanish Cronica,N/A,
,"orgName type=""publication""",#nysun,New York Sun,N/A,
source notes work,"orgName type=""publication""",#nytimes,New York Times,N/A,
,"orgName type=""publication""",#newbedfordmercury,New-Bedford Mercury,N/A,
,"orgName type=""publication""",#newhampshiresentinel,New-Hampshire Sentinel,N/A,
,orgName [no type],#newbery,Newbery-Caldecott Awards Committee,N/A,
source notes work,"orgName type=""publication""",#newcastlemornher,Newcastle Morning Herald & Miners Advocate,N/A,
,"orgName type=""publication""",#newspress,News-Press,N/A,
,"orgName type=""publication""",#newtownregister,Newtown Register,N/A,
,orgName [no type],#nimrods,Nimrods,N/A,
,"orgName type=""nativeamericantribes""",#natam_nomeecults,Nomee Cults,N/A,
,"orgName type=""nativeamericantribes""",#natam_nomeelacks,Nomee Lacks,N/A,
,"orgName type=""nativeamericantribes""",#natam_noobimucks,Noobimucks,N/A,
,"orgName type=""institution""",#in_no,Normal school,N/A,
source notes work,"orgName type=""publication""",#nortagotimes,North Otago Times,N/A,
source notes work,"orgName type=""publication""",#norarg,Northern Argus,N/A,
source notes work,"orgName type=""publication""",#northstar,Northern Star and Richmond and Tweed Rivers Advocate,N/A,
source notes work,"orgName type=""publication""",#nwarkansastimes,Northwest Arkansas Times,N/A,
,"orgName type=""nativeamericantribes""",#natam_numpal,Numpal,N/A,
,"orgName type=""nativeamericantribes""",#natam_nutonetoos,Nutonetoos,N/A,
,"orgName type=""institution""",#in_obc,Oberlin College,N/A,
,"orgName type=""institution""",#in_occidental,Occidental College,N/A,
,"orgName type=""nativeamericantribes""",#natam_olanches,Olanches,N/A,
,"orgName type=""nativeamericantribes""",#natam_olumpali,Olumpali,N/A,
,"orgName type=""publication""",#omdaibee,Omaha Daily Bee,N/A,
,"orgName type=""publication""",#omahadailyherald,Omaha Daily Herald,N/A,
,"orgName type=""nativeamericantribes""",#natam_omochumnies,Omochumnies,N/A,
,"orgName type=""nativeamericantribes""",#natam_openoches,Openoches,N/A,
,"orgName type=""government""",#gov_china,Oriental Empire,N/A,
,"orgName type=""nativeamericantribes""",#natam_osage,Osage Indians,N/A,
,"orgName type=""publication""",#oswegopalladium,Oswego Palladium,N/A,
source notes work,"orgName type=""publication""",#oswegotimesexp,Oswego Times-Express,N/A,
source notes work,"orgName type=""publication""",#otagodaily,Otago Daily Times,N/A,
source notes work,"orgName type=""publication""",#otagowitness,Otago Witness,N/A,
source notes work,"orgName type=""publication""",#overlandmonthly,Overland Monthly,N/A,
publication information,"orgName type=""publisher""",#oxnarddailycourier,Oxnard Daily Courier,N/A,
,orgName,#pfcolson,P.F. Collier & Son,N/A,
,orgName,#paccoastarch,Pacific Coast Archaeological Society Quarterly,N/A,
,"orgName type=""company""",#paccoaststeam,Pacific Coast Steamship Company,N/A,
,"orgName type=""publication""",#paccomad,Pacific Commercial Advertiser,N/A,
source notes work,"orgName type=""publication""",#pacdisc,Pacific Discovery,N/A,
source notes work,"orgName type=""publication""",#pacifichistorical,Pacific Historical Review,N/A,
publication information,"orgName type=""military""",#pointmugu,"Pacific Missile Range, Point Mugu, Naval Base Ventura County, CA.",N/A,
source notes work,"orgName type=""publication""",#pacificmonthly,Pacific Monthly,N/A,
,"orgName type=""publication""",#pnw,Pacific Northwesterner,N/A,
publication information,"orgName type=""publisher""",#paddington,Paddington Press Ltd.,N/A,
,"orgName type=""company""",#palrail,Palisade Railroad,N/A,
,"orgName type=""nativeamericantribes""",#natam_paloushiss,Paloushiss,N/A,
,orgName [no type],#paramount,Paramount Pictures,N/A,
,"orgName type=""church""",#ch_pcc,Park Congregational Church,N/A,
publication information,"orgName type=""publisher""",#parnassus,Parnassus,N/A,
,"orgName type=""nativeamericantribes""",#natam_pawnee,Pawnee,N/A,
,"orgName type=""musuem""",#mu_peabody,Peabody Museum [at Harvard],N/A,
,"orgName type=""publication""",#petalumajournal,Petaluma Journal,N/A,
,"orgName type=""organization""",#frat_pas,Phi Alpha Sigma Fraternity,N/A,
,"orgName type=""government""",#gov_phil,Philippine government,N/A,
,"orgName type=""nativeamericantribes""",#natam_pimugnans,Pimugnans,N/A,
,orgName,#pioneer2,Pioneer,N/A,
,"orgName type=""nativeamericantribes""",#natam_piscatchees,Piscatchees,N/A,
,"orgName type=""nativeamericantribes""",#natam_pittemen,Pittemen,N/A,
source notes work,"orgName type=""publication""",#pittpress,Pittsburg Press,N/A,
,"orgName type=""nativeamericantribes""",#natam_piutes,Piutes,N/A,
,"orgName type=""publication""",#placeram,Placerville American,N/A,
source notes work,"orgName type=""publication""",#pdcleve,Plain Dealer (Cleveland),N/A,
source notes work,"orgName type=""publication""",#plantersbanner,Planters Banner,N/A,
,"orgName type=""publication""",#portagesentinel,Portage Sentinel,N/A,
,"orgName type=""nativeamericantribes""",#natam_potoachos,Potoachos,N/A,
source notes work,"orgName type=""publication""",#priestly,Priestly Studies,N/A,
source notes work,"orgName type=""publication""",#proceedingscalacadsci,Proceedings of the California Academy of Science,N/A,
source notes work,"orgName type=""publication""",#progressbulletin,Progress Bulletin,N/A,
source notes work,"orgName type=""publication""",#psychtoday,Psychology Today,N/A,
source notes work,"orgName type=""publication""",#publedger,Public Ledger,N/A,
,"orgName type=""nativeamericantribes""",#natam_pueblo,Pueblo Indians,N/A,
publication information,"orgName type=""publisher""",#puffin,Puffin Books,N/A,
,orgName,#putnam,"Putnam's Monthly: A Magazine of Literature, Science, and Art",N/A,
,"orgName type=""nativeamericantribes""",#natam_quatomah,Quatomah,N/A,
source notes work,"orgName type=""publication""",#queanage,Queanbeyan Age,N/A,
,"orgName type=""publication""",#quti,Queensland Times,N/A,
,orgName,#radiocarbo,Radiocarbon,N/A,
,"orgName type=""publication""",#readtim,Reading Times,N/A,
source notes work,"orgName type=""publication""",#readingtimesanddispatch,Reading Times and Dispatch,N/A,
,"orgName type=""nativeamericantribes""",#natam_reese,Reese Indians,N/A,
,orgName,#regmedcomm,Regina Medal Committee,N/A,
source notes work,"orgName type=""publication""",#reports,"Reports of the University
                                 of California Archaeological Survey",N/A,
,"orgName type=""publication""",#revue,Revue Anthropologique,N/A,
source notes work,"orgName type=""publication""",#rivgraz,Riverine Grazier,N/A,
,"orgName type=""publisher""",#robertsbrothers,Roberts Brothers,N/A,
source notes work,"orgName type=""publication""",#rochestordemocrat,Rochester Democrat,N/A,
,"orgName type=""publication""",#rochesterdemocratandchronicle,Rochester Democrat and Chronicle,N/A,
,"orgName type=""publication""",#rockymtnnews,Rocky Mountain News,N/A,
,orgName,#royaud,Royal Audencia,N/A,
,"orgName type=""company""",#rhrail,Ruby Hill Railroad,N/A,
source notes work,"orgName type=""publication""",#rutland,Rutland Daily Herald,N/A,
,orgName,#sjcpubco,S.J. Clarke Publishing Company,N/A,
source notes work,"orgName type=""publication""",#sacbee,Sacramento Bee,N/A,
source notes work,"orgName type=""publication""",#sacdaily,Sacramento Daily Democratic State Journal,N/A,
,"orgName type=""publication""",#sdru,Sacramento Daily Record Union,N/A,
source notes work,"orgName type=""publication""",#sacdailyunion,Sacramento Daily Union,N/A,
source notes work,"orgName type=""publication""",#sacheartrev,Sacred Heart Review,N/A,
,"orgName type=""publication""",#salemweeklyreview,Salem Weekly Review,N/A,
source notes work,"orgName type=""publication""",#saltlakeevdem,Salt Lake Evening Democrat,N/A,
,"orgName type=""mission""",#mi_sanant,San Antonio Mission,N/A,
,"orgName type=""publication""",#sdindependant,San Diego Independent,N/A,
,orgName,#sdmusofman,San Diego Museum of Man,N/A,
,"orgName type=""publicaton""",#sfbulletin,San Francisco Bulletin,N/A,
source notes work,"orgName type=""publication""",#sfcall,San Francisco Call,N/A,
source notes work,"orgName type=""publication""",#sfchronicle,San Francisco Chronicle,N/A,
source notes work,"orgName type=""publication""",#sherald,San Francisco Daily Herald,N/A,
source notes work,"orgName type=""publication""",#sfexaminer,San Francisco Examiner,N/A,
,"orgName type=""publication""",#sanfranciscotimes,San Francisco Times,N/A,
source notes work,"orgName type=""publication""",#sftranscript,San Francisco Transcript,N/A,
,"orgName type=""government""",#gov_slo,San Luis Obispo County,N/A,
,orgName [no type],#sloarchsociety,San Luis Obispo County Archaeological Society,N/A,
source notes work,"orgName type=""publication""",#sanitarian,Sanitarian,N/A,
,orgName,#sbbotgar,"Santa Barbara Botanical Gardens, Inc.",N/A,
,"orgName type=""organization""",#dar_sb,Santa Barbara chapter (DAR),N/A,
,orgName,#sbcgensoc,Santa Barbara County Genealogical Society,N/A,
,"orgName type=""publication""",#sbdp,Santa Barbara Daily Press,N/A,
,"orgName type=""government""",#sbdistrict,Santa Barbara District Court,N/A,
source notes work,"orgName type=""publication""",#sbgazette,Santa Barbara Gazette,N/A,
,"orgName type=""government""",#gov_sb,Santa Barbara Government,N/A,
,orgName [no type],#sbhistoricalsoc,Santa Barbara Historical Society,N/A,
,"orgName type=""publication""",#sbletter,Santa Barbara Letter,N/A,
,"orgName type=""publication""",#sbmag,Santa Barbara Magazine,N/A,
,"orgName type=""museum""",#mu_sbmuseum,Santa Barbara Museum of Natural History,N/A,
source notes work,"orgName type=""publication""",#sbnewspress,Santa Barbara News Press,N/A,
source notes work,"orgName type=""publication""",#sbseasons,Santa Barbara Seasons,N/A,
,orgName [no type],#sbsocietyofnathistory,Santa Barbara Society of Natural History,N/A,
,"orgName type=""institution""",#in_sbstate,Santa Barbara State College,N/A,
,"orgName type=""government""",#gov_sbtcouncil,Santa Barbara Town Council,N/A,
,"orgName type=""organization""",#santacruzislandfoundation,Santa Cruz Island Foundation,N/A,
Carina,"orgName type=""company""",#sfrail,Santa Fe Railroad,N/A,"""The Atchison, Topeka and Santa Fe Railway."" American-Rails.com. Accessed February 08, 2017. http://www.american-rails.com/atchison-topeka-and-santa-fe.html."
source notes work,"orgName type=""publication""",#sarobs,Sarnia Observer,N/A,
source notes work,"orgName type=""publication""",#satpostla,Saturday Post (Los Angeles),N/A,
source notes work,"orgName type=""publication""",#satreview,Saturday Review,N/A,
,orgName,#myhiscom,Scenic Mount Lowe Historical Committee,N/A,
publication information,"orgName type=""publisher""",#schauerpr,"Schauer Printing Studio, Inc.",N/A,
source notes work,"orgName type=""publication""",#sciam,Scientific American,N/A,
,orgName,#sciresearchsys,Scientific Research Systems,N/A,
source notes work,"orgName type=""publication""",#scribners,Scribner's Monthly,N/A,
,"orgName type=""institution""",#in_scripps,Scripps Institute,N/A,
source notes work,"orgName type=""publication""",#seahistory,Sea History,N/A,
source notes work,"orgName type=""publication""",#seasons,Seasons Magazine,N/A,
,"orgName type=""institution""",#in_seb,Sebastapol school,N/A,
,"orgName type=""nativeamericantribes""",#natam_seri,Seri,N/A,
,"orgName type=""nativeamericantribes""",#natam_shastas,Shastas,N/A,
,"orgName type=""nativeamericantribes""",#natam_shawnee,Shawnees,N/A,
source notes work,"orgName type=""publication""",#shipwreckedmariner,Shipwrecked Mariner,N/A,
,"orgName type=""nativeamericantribes""",#natam_shoshone,Shoshone,N/A,
,"orgName type=""nativeamericantribes""",#natam_shushawees,Shushawees,N/A,
source notes work,"orgName type=""publication""",#sierraedunews,Sierra Education News,N/A,
,"orgName type=""nativeamericantribes""",#natam_siquirionals,Siquirionals,N/A,
,"orgName type=""nativeamericantribes""",#natam_sisticoosta,Sisticoosta,N/A,
,"orgName type=""publisher""",#sitzung,Sitzung der Konigl,N/A,
,"orgName type=""publication""",#skaneatelesfreepress,Skaneateles Free Press,N/A,
,"orgName type=""publication""",#smithfield,Smithfield Herald,N/A,
,"orgName type=""museum""",#mu_smithsonian,Smithsonian Institute,N/A,
,"orgName type=""nativeamericantribes""",#natam_snake,Snake Indians,N/A,
,orgName,#socamerarch,Society for American Archaeology,N/A,
,orgName,#soccaarch,Society for California Archaeology,N/A,
,orgName,#societynative,Society of the Native Sons of the Golden West,N/A,
,"orgName type=""nativeamericantribes""",#natam_soclan,Soclan,N/A,
,"orgName type=""nativeamericantribes""",#natam_solumnees,Solumnees,N/A,
,"orgName type=""nativeamericantribes""",#natam_sonomi,Sonomi,N/A,
source notes work,"orgName type=""publication""",#sausreg,South Australian Register,N/A,
,orgName [no type],#socalcouncil,Southern California Council on Children's Literature,N/A,
,"orgName type=""organization""",#socalmedicalsociety,Southern California Medical Society,N/A,
,"orgName type=""company""",#socalrail,Southern California Railroad,N/A,
,"orgName type=""company""",#spacrrco,Southern Pacific Railroad Company,N/A,
,"orgName type=""musuem""",#mu_southwest,Southwest Museum,N/A,
